Date,Time,SWR,RSSI(dB),RxBt(V),Cels(gRe),Tmp2(@C),RPM(rpm),Tmp1(@C),Rud,Ele,Thr,Ail,S1,S2,S3,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH
2016-02-21,04:11:21.050,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:21.250,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:21.450,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:21.660,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:21.870,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:22.070,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:22.270,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:22.470,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:22.670,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:22.880,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:23.080,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:23.290,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:23.500,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:23.700,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:23.900,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:24.100,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:24.300,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:24.500,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:24.700,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:24.900,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:25.100,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:25.300,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:25.500,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:25.700,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:25.900,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:26.100,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:26.300,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:26.500,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:26.700,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:26.900,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:27.100,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:27.300,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:27.500,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:27.700,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:27.900,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:28.100,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:28.300,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:28.500,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:28.700,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:28.900,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:29.100,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:29.300,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:29.500,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:29.700,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:29.900,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:30.110,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:30.320,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:30.520,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:30.720,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:30.920,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:31.120,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:31.320,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:31.520,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:31.720,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:31.920,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:32.120,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:32.320,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:32.520,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:32.720,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:32.920,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:33.120,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:33.320,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:33.520,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:33.720,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:33.920,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:34.120,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:34.320,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:34.530,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:34.740,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:34.940,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:35.140,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:35.340,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:35.540,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:35.740,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:35.940,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:36.140,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:36.340,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:36.540,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:36.740,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:36.940,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:37.140,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:37.340,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:37.540,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:37.740,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:37.940,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:38.140,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:38.340,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:38.540,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:38.740,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:38.940,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:39.140,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:39.340,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:39.540,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:39.740,30,75,5.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:39.940,0,0,2.6,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:40.140,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:40.340,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:40.540,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:40.750,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:40.960,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:41.170,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:41.370,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:41.570,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:41.770,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:41.970,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:42.170,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:42.370,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:42.570,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:42.770,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:42.980,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:43.180,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:43.380,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:43.580,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:43.780,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:43.980,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:44.180,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:44.380,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:44.580,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:44.780,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:44.980,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:45.180,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:45.380,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:45.580,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:45.780,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:45.980,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:46.180,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:46.380,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:46.580,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:46.780,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:46.980,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:47.180,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:47.380,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:47.580,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:47.780,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:47.990,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:48.190,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:48.390,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:48.590,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:48.790,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:48.990,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:49.190,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:49.390,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:49.590,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:49.790,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:49.990,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:50.190,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:50.390,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:50.590,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:50.790,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:50.990,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:11:51.200,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
