Date,Time,SWR,RSSI(dB),RxBt(V),Cels(gRe),Tmp2(@C),RPM(rpm),Tmp1(@C),Rud,Ele,Thr,Ail,S1,S2,S3,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,
2016-02-21,04:11:24.500,30,75,5.2,23.4,50,11039,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:24.700,30,75,5.2,23.4,50,11040,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:24.900,30,75,5.2,23.4,50,11041,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:25.100,30,75,5.2,23.4,50,11042,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:25.300,30,75,5.2,23.4,50,11043,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:25.500,30,75,5.2,23.4,50,11044,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:25.700,30,75,5.2,23.4,50,11045,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:25.900,30,75,5.2,23.4,50,11046,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:26.100,30,75,5.2,23.4,50,11047,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:26.300,30,75,5.2,23.4,50,11048,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:26.500,30,75,5.2,23.4,50,11049,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:26.700,30,75,5.2,23.4,50,11050,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:26.900,30,75,5.2,23.4,50,11051,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:27.100,30,75,5.2,23.4,50,11052,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:27.300,30,75,5.2,23.4,50,11053,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:27.500,30,75,5.2,23.4,50,11054,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:27.700,30,75,5.2,23.4,50,11055,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:27.900,30,75,5.2,23.4,50,11056,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:28.100,30,75,5.2,23.4,50,11057,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:28.300,30,75,5.2,23.4,50,11058,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:28.500,30,75,5.2,23.4,50,11059,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:28.700,30,75,5.2,23.4,50,12059,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:28.900,30,75,5.2,23.4,50,13059,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:29.100,30,75,5.2,23.4,50,14059,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:29.300,30,75,5.2,23.4,50,15059,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:29.500,30,75,5.2,23.4,50,16059,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:29.700,30,75,5.2,23.4,50,17059,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:29.900,30,75,5.2,23.4,50,18059,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:30.110,30,75,5.2,23.4,50,18060,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:30.320,30,75,5.2,23.4,50,18061,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:30.520,30,75,5.2,23.4,50,18062,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:30.720,30,75,5.2,23.4,50,18063,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:30.920,30,75,5.2,23.4,50,18064,54,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:31.120,30,75,5.2,23.4,50,18065,-5,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:31.320,30,75,5.2,23.4,50,18066,-4,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:31.520,30,75,5.2,23.4,50,18067,-3,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:31.720,30,75,5.2,23.4,50,18068,-2,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:31.920,30,75,5.2,23.4,50,18069,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:32.120,30,75,5.2,23.4,50,18070,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:32.320,30,75,5.2,23.4,50,18071,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:32.520,30,75,5.2,23.4,50,18072,2,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:32.720,30,75,5.2,23.4,50,18073,3,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:32.920,30,75,5.2,23.4,50,18074,4,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:33.120,30,75,5.2,23.4,50,18075,5,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:33.320,30,75,5.2,23.4,50,18076,6,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:33.520,30,75,5.2,23.4,50,18077,7,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:33.720,30,75,5.2,23.4,50,18078,8,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:33.920,30,75,5.2,23.4,50,18079,9,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:34.120,30,75,5.2,23.4,50,18080,10,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:34.320,30,75,5.2,23.4,50,18081,11,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:34.530,30,75,5.2,23.4,50,18082,12,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:34.740,30,75,5.2,23.4,50,18083,13,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:34.940,30,75,5.2,23.4,50,18084,14,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:35.140,30,75,5.2,23.4,50,18085,15,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:35.340,30,75,5.2,23.4,50,18086,16,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:35.540,30,75,5.2,23.4,50,18087,17,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:35.740,30,75,5.2,23.4,50,18088,18,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:35.940,30,75,5.2,23.4,50,18589,19,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:36.140,30,75,5.2,23.4,50,19090,20,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:36.340,30,75,5.2,23.4,50,19591,21,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:36.540,30,75,5.2,23.4,50,20092,22,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:36.740,30,75,5.2,23.4,50,20593,23,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:36.940,30,75,5.2,23.4,50,21094,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:37.140,30,75,5.2,23.4,50,21595,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:37.340,30,75,5.2,23.4,50,22096,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:37.540,30,75,5.2,23.4,50,22597,27,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:37.740,30,75,5.2,23.4,50,23098,28,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:37.940,30,75,5.2,23.4,50,23599,29,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:38.140,30,75,5.2,23.4,50,23600,30,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:38.340,30,75,5.2,23.4,50,23601,31,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:38.540,30,75,5.2,23.4,50,23602,32,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:38.740,30,75,5.2,23.4,50,23603,33,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:38.940,30,75,5.2,23.4,50,23604,34,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:39.140,30,75,5.2,23.4,50,23605,35,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:39.340,30,75,5.2,23.4,50,23606,36,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:39.540,30,75,5.2,23.4,50,23607,37,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:39.740,30,75,5.2,23.4,50,23608,38,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:39.940,0,0,2.6,23.4,50,23609,39,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:40.140,0,0,0,23.4,50,23610,40,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:40.340,0,0,0,23.4,50,23611,41,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:40.540,0,0,0,23.4,50,23612,42,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:40.750,0,0,0,23.4,50,23613,43,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:40.960,0,0,0,23.4,50,23614,44,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:41.170,0,0,0,23.4,50,23615,45,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:41.370,0,0,0,23.4,50,23616,46,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:41.570,0,0,0,23.4,50,23617,47,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:41.770,0,0,0,23.4,50,23618,48,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:41.970,0,0,0,23.4,50,23619,49,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:42.170,0,0,0,23.4,50,23620,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:42.370,0,0,0,23.4,50,23621,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:42.570,0,0,0,23.4,50,23622,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:42.770,0,0,0,23.4,50,23623,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:42.980,0,0,0,23.4,50,23624,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:43.180,0,0,0,23.4,50,23625,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:43.380,0,0,0,23.4,50,23626,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:43.580,0,0,0,23.4,50,23627,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:43.780,0,0,0,23.4,50,23628,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:43.980,0,0,0,23.4,50,23629,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:44.180,0,0,0,23.4,50,23630,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:44.380,0,0,0,23.4,50,23631,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:44.580,0,0,0,23.4,50,23632,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:44.780,0,0,0,23.4,50,23633,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:44.980,0,0,0,23.4,50,23634,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:45.180,0,0,0,23.4,50,23635,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:45.380,0,0,0,23.4,50,23636,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:45.580,0,0,0,23.4,50,23637,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:45.780,0,0,0,23.4,50,23638,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:45.980,0,0,0,23.4,50,23639,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:46.180,0,0,0,23.4,50,23640,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:46.380,0,0,0,23.4,50,23641,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:46.580,0,0,0,23.4,50,23642,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:46.780,0,0,0,23.4,50,23643,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:46.980,0,0,0,23.4,50,23644,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:47.180,0,0,0,23.4,50,23645,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:47.380,0,0,0,23.4,50,23646,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:47.580,0,0,0,23.4,50,23647,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:47.780,0,0,0,23.4,50,23648,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:47.990,0,0,0,23.4,50,23649,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:48.190,0,0,0,23.4,50,23650,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:48.390,0,0,0,23.4,50,23651,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:48.590,0,0,0,23.4,50,23652,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:48.790,0,0,0,23.4,50,23653,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:48.990,0,0,0,23.4,50,23654,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:49.190,0,0,0,23.4,50,23655,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:49.390,0,0,0,23.4,50,23656,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:49.590,0,0,0,23.4,50,23657,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:49.790,0,0,0,23.4,50,23658,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:49.990,0,0,0,23.4,50,23659,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:50.190,0,0,0,23.4,50,23660,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:50.390,0,0,0,23.4,50,23661,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
2016-02-21,04:11:50.590,0,0,0,23.4,50,23662,50,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,
